PixelID,Latitude,Longitude,Timestamp,LST,NDVI,NDBI,NDWI,MNDWI,SAVI,Albedo,Impervious_Frac,LULC_ESA,LULC_DW,Population_Density,Building_Height,Building_Density,Building_Volume,Road_Density_Proxy,Street_Width_Proxy,Tree_Cover_Pct,Dist_Water,Dist_Green,Elevation,Slope,Aspect,AirTemp,Humidity,WindSpeed,WindDirection,SolarRadiation,Cloud_Cover_Proxy,Pressure,Rainfall,Nighttime_Lights,UHI_Intensity,UTFVI,UTCI_Approx,Anthropogenic_Heat,Green_Space_Density,Surface_Roughness,QualityScore,LULC_ESA_Trees,LULC_ESA_Shrubland,LULC_ESA_Grassland,LULC_ESA_Cropland,LULC_ESA_Built_up,LULC_ESA_Bare,LULC_ESA_Water,LULC_DW_Water,LULC_DW_Trees,LULC_DW_Grass,LULC_DW_Flooded_Veg,LULC_DW_Crops,LULC_DW_Shrub,LULC_DW_Built,LULC_DW_Bare,AirTemp_zscore,Albedo_norm,Anthropogenic_Heat_zscore,Aspect_cos,Aspect_sin,Building_Density_zscore,Building_Height_zscore,Building_Volume_zscore,Dist_Green_zscore,Dist_Water_zscore,Elevation_zscore,Green_Space_Density_norm,Humidity_zscore,Impervious_Frac_norm,LST_zscore,MNDWI_norm,NDBI_norm,NDVI_norm,NDWI_norm,Nighttime_Lights_zscore,Population_Density_zscore,Pressure_zscore,QualityScore_norm,Rainfall_zscore,Road_Density_Proxy_norm,SAVI_norm,Slope_zscore,SolarRadiation_zscore,Surface_Roughness_zscore,Tree_Cover_Pct_norm,UHI_Intensity_zscore,UTFVI_zscore,WindDirection_cos,WindDirection_sin,WindSpeed_zscore
939,28.520557,77.102177,2024-03-01_to_2024-06-30,39.260000,0.204800,-0.088900,-0.084800,-0.046500,0.204800,0.091100,0,40,1,29.200000,0.310000,6.770000,2.100000,-0.089200,5.000000,10.700000,434.200000,2020.300000,219.600000,4.930000,265.700000,36.770000,49.520000,2.920000,289.600000,272.260000,0.222100,1010.130000,7.240000,8.150000,3.260000,0.033200,33.750000,0.086500,0.037500,5.400000,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.887310,0.040059,-0.101368,-0.074979,-0.997185,-0.273767,-0.699596,-0.378280,1.066440,-1.440614,-0.850631,0.048641,0.404176,0.000000,0.658843,0.431234,0.325517,0.339043,0.377731,-0.112659,-0.395981,1.041243,0.250000,-1.554080,0.018018,0.339043,1.651503,0.566432,0.497443,0.133750,0.658843,0.659170,0.335452,-0.942057,-0.035121
940,28.490049,77.200368,2024-03-01_to_2024-06-30,34.480000,0.772600,-0.289000,-0.379900,-0.334900,0.772600,0.275300,0,20,6,90.000000,4.430000,3.310000,14.660000,0.054300,6.357500,59.900000,2521.300000,61.300000,236.500000,1.560000,125.500000,34.790000,43.310000,2.860000,86.500000,238.170000,0.319500,1000.400000,114.790000,2.080000,-1.520000,-0.092800,31.680000,0.020200,0.697600,5.720000,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.095509,0.723294,-0.537437,-0.580703,0.814116,-0.448320,-0.019301,-0.347775,-0.908874,-0.008282,-0.117555,0.907140,-0.141589,0.000000,-0.309372,0.204451,0.016816,0.970634,0.109068,-0.585057,-0.244158,-0.293753,0.125000,0.958011,0.257424,0.970634,-0.670236,-0.265372,0.645483,0.748750,-0.309372,-0.310668,0.061049,0.998135,-0.086875
941,28.651179,77.231259,2024-03-01_to_2024-06-30,36.480000,0.114800,-0.083600,-0.124400,-0.174500,0.114800,0.256300,0,40,1,79.600000,0.090000,3.770000,0.340000,0.049300,6.232500,3.100000,71.000000,1432.000000,259.700000,0.140000,8.200000,36.060000,52.150000,4.930000,112.100000,206.900000,0.408900,1006.370000,47.240000,1.390000,0.480000,-0.039900,30.570000,0.099900,0.107600,2.900000,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.534885,0.652819,-0.013233,0.989776,0.142629,-0.425114,-0.735922,-0.382554,0.473241,-1.689871,0.888798,0.139810,0.635313,0.000000,0.095739,0.330581,0.333693,0.238932,0.341679,-0.638756,-0.270128,0.525356,0.500000,-0.619783,0.249082,0.238932,-1.648536,-1.028367,-0.659116,0.038750,0.095739,0.096510,-0.376224,0.926529,1.698636
942,28.511056,77.338764,2024-03-01_to_2024-06-30,40.580000,0.185700,0.044400,-0.132600,-0.205500,0.185700,0.268300,0,40,7,50.700000,3.990000,2.290000,9.140000,-0.047100,5.000000,3.700000,1031.200000,1493.900000,213.500000,0.840000,12.100000,33.820000,31.970000,2.130000,157.200000,215.700000,0.383700,998.180000,71.700000,9.580000,4.580000,0.068000,31.250000,0.018100,0.016700,3.310000,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.576990,0.697329,-0.551249,0.977783,0.209619,-0.499778,-0.091954,-0.361181,0.535656,-1.030906,-1.115233,0.021589,-1.138202,0.000000,0.926216,0.306204,0.531163,0.317798,0.334213,-0.001369,-0.342294,-0.598346,1.000000,-0.048460,0.088255,0.317798,-1.166275,-0.813645,-0.469441,0.046250,0.926216,0.927030,-0.921863,0.387516,-0.716548
943,28.731002,77.274497,2024-03-01_to_2024-06-30,40.430000,0.281000,0.033100,-0.308000,-0.283000,0.281000,0.098100,0,60,4,30.300000,0.360000,0.300000,0.110000,-0.026900,5.000000,4.700000,781.100000,2652.900000,225.700000,1.190000,210.300000,34.520000,57.660000,3.630000,105.600000,281.530000,0.195600,997.460000,37.710000,0.000000,4.430000,0.063900,31.130000,0.049600,0.128100,4.450000,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.229529,0.066024,-0.344067,-0.863396,-0.504528,-0.600171,-0.691340,-0.383113,1.704308,-1.202544,-0.586030,0.166472,1.119558,0.000000,0.895833,0.245262,0.513730,0.423804,0.174527,-0.746933,-0.393234,-0.697133,0.437500,-0.842379,0.121955,0.423804,-0.925145,0.792622,0.057950,0.058750,0.895833,0.895472,-0.268920,0.963163,0.577301
944,28.614532,77.199978,2024-03-01_to_2024-06-30,28.380000,0.537500,-0.060300,-0.312100,-0.262400,0.537500,0.246300,0,10,3,71.100000,0.380000,3.100000,1.180000,-0.050400,5.000000,56.900000,4143.300000,49.500000,240.300000,0.140000,287.100000,35.230000,30.730000,3.570000,123.700000,311.440000,0.110200,991.110000,19.230000,4.840000,-7.620000,-0.253200,31.240000,0.004300,0.341300,6.880000,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.122895,0.615727,-0.642015,0.294040,-0.955793,-0.458914,-0.688037,-0.380514,-0.920772,1.104863,0.047279,0.443751,-1.247179,0.000000,-1.544961,0.261461,0.369639,0.709121,0.170794,-0.370260,-0.291353,-1.568378,0.750000,-1.274024,0.082749,0.709121,-1.648536,1.522433,1.182126,0.711250,-1.544961,-1.545288,-0.554844,0.831954,0.525547
945,28.687858,77.235222,2024-03-01_to_2024-06-30,38.820000,0.765600,-0.177500,-0.338200,-0.369100,0.765600,0.254900,0,10,3,7.000000,1.960000,9.070000,17.780000,-0.016700,5.000000,74.800000,1792.900000,46.800000,207.200000,1.780000,18.800000,37.180000,55.410000,4.020000,176.400000,204.850000,0.414700,1012.480000,50.770000,9.360000,2.820000,0.021700,32.740000,0.041600,0.647900,3.240000,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.090823,0.647626,-0.396685,0.946649,0.322266,-0.157735,-0.427148,-0.340197,-0.923495,-0.508167,-1.388510,0.842502,0.921817,0.000000,0.569719,0.177558,0.188831,0.962848,0.147032,-0.018491,-0.451416,1.363673,0.750000,-0.537331,0.138972,0.962848,-0.518669,-1.078387,-0.501824,0.935000,0.569719,0.570653,-0.998027,0.062791,0.913701
946,28.758006,77.228702,2024-03-01_to_2024-06-30,30.090000,0.622200,-0.295000,-0.215700,-0.291800,0.622200,0.191600,0,30,1,94.900000,0.340000,6.070000,2.060000,0.011600,5.290000,48.800000,3206.200000,43.000000,274.500000,2.550000,134.300000,36.590000,48.480000,2.660000,67.600000,231.870000,0.337500,993.290000,135.940000,1.290000,-5.910000,-0.208300,33.670000,0.089200,0.487700,6.840000,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.797963,0.412834,-0.083609,-0.698415,0.715693,-0.309081,-0.694642,-0.378377,-0.927327,0.461751,1.530782,0.634153,0.312776,0.000000,-1.198591,0.238342,0.007559,0.803337,0.258558,-0.646539,-0.231923,-1.269274,0.687500,1.452020,0.186186,0.803337,0.011818,-0.419093,1.163621,0.610000,-1.198591,-1.199687,0.381070,0.924546,-0.259388
947,28.608420,77.285099,2024-03-01_to_2024-06-30,38.950000,-0.050500,0.242900,-0.035100,-0.102700,-0.050500,0.249300,1,50,4,706.800000,28.710000,44.100000,1266.110000,0.054000,6.350000,10.600000,2932.100000,2211.800000,245.100000,0.390000,90.200000,34.870000,40.550000,4.500000,356.100000,188.180000,0.462300,994.510000,52.130000,25.370000,2.950000,0.025000,29.570000,0.242700,0.001500,4.160000,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.055799,0.626855,0.925993,-0.003491,0.999994,1.609489,3.989814,2.691673,1.259535,0.273642,0.255490,0.001821,-0.384151,1.000000,0.596051,0.387041,0.837396,0.055061,0.422979,1.227488,1.296041,-1.101885,0.062500,-0.505565,0.256924,0.055061,-1.476300,-1.485139,-0.076210,0.132500,0.596051,0.596054,0.997684,-0.068015,1.327733
948,28.621028,77.271834,2024-03-01_to_2024-06-30,29.540000,0.324400,-0.186300,0.441800,0.410100,0.324400,0.191600,0,80,1,98.500000,2.910000,7.040000,20.490000,0.032900,5.822500,8.400000,4832.900000,2051.700000,254.900000,2.150000,296.700000,37.900000,52.620000,1.600000,347.500000,212.100000,0.394000,1010.870000,81.010000,5.060000,-6.460000,-0.222600,36.140000,0.064900,0.253400,2.000000,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.448211,0.412834,-0.243435,0.449319,-0.893371,-0.260146,-0.270284,-0.333615,1.098102,1.578121,0.680587,0.329432,0.676619,0.000000,-1.309997,0.790281,0.175255,0.472080,0.857156,-0.353138,-0.222933,1.142774,0.062500,0.168997,0.221722,0.472080,-0.263760,-0.901486,-1.075478,0.105000,-1.309997,-1.309756,0.976296,-0.216440,-1.173708
949,28.614655,77.082581,2024-03-01_to_2024-06-30,28.700000,0.562700,-0.163000,-0.307500,-0.277300,0.562700,0.333400,0,20,4,17.300000,2.460000,9.770000,24.030000,-0.056300,5.000000,59.200000,3320.100000,27.800000,241.200000,1.680000,69.300000,35.270000,45.280000,3.600000,57.000000,211.990000,0.394300,1013.790000,48.960000,0.490000,-7.300000,-0.244600,31.200000,0.049100,0.560800,6.740000,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.142750,0.938798,-0.347355,0.353475,0.935444,-0.122420,-0.344588,-0.325017,-0.942653,0.539918,0.086318,0.729224,0.031544,0.000000,-1.480143,0.249744,0.211200,0.737152,0.174982,-0.708799,-0.425696,1.543410,0.312500,-0.579608,0.072906,0.737152,-0.587563,-0.904170,1.117359,0.740000,-1.480143,-1.479093,0.544639,0.838671,0.551424
950,28.510490,77.134280,2024-03-01_to_2024-06-30,31.010000,0.706600,-0.154900,-0.084800,-0.116300,0.706600,0.299600,0,20,3,60.400000,3.110000,8.490000,26.400000,0.000600,5.015000,42.200000,2502.500000,16.000000,268.600000,1.990000,54.600000,38.220000,41.110000,2.820000,22.200000,261.490000,0.252900,1009.740000,18.870000,7.950000,-4.990000,-0.183900,34.880000,0.023800,0.608800,7.670000,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.607051,0.813427,-0.513759,0.579281,0.815128,-0.186995,-0.237260,-0.319261,-0.954551,-0.021184,1.274856,0.791650,-0.334935,0.000000,-1.012240,0.376347,0.223696,0.897219,0.377731,-0.128224,-0.318072,0.987734,0.250000,-1.282433,0.167835,0.897219,-0.373990,0.303641,1.547599,0.527500,-1.012240,-1.011877,0.925871,0.377841,-0.121378
951,28.562302,77.141961,2024-03-01_to_2024-06-30,31.490000,0.526800,-0.160000,-0.457600,-0.469500,0.526800,0.306600,0,10,2,88.900000,2.820000,7.080000,19.970000,-0.062100,5.000000,60.300000,4785.000000,56.300000,267.200000,3.280000,236.400000,35.490000,64.800000,4.840000,253.100000,300.000000,0.142900,1010.120000,58.010000,8.150000,-4.510000,-0.171400,30.920000,0.077900,0.411400,2.480000,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.251952,0.839392,-0.157932,-0.553392,-0.832921,-0.258128,-0.285144,-0.334878,-0.913916,1.545248,1.214128,0.534920,1.747055,0.000000,-0.915013,0.098608,0.215828,0.697219,0.038328,-0.112659,-0.246905,1.039871,0.437500,-0.368224,0.063230,0.697219,0.514746,1.243294,-0.853418,0.753750,-0.915013,-0.915663,-0.290702,-0.956814,1.621005
952,28.713997,77.355026,2024-03-01_to_2024-06-30,38.780000,0.364400,0.021500,-0.232000,-0.206900,0.364400,0.084400,0,40,0,76.400000,3.260000,5.640000,18.390000,-0.076600,5.000000,10.600000,4796.400000,2319.000000,235.500000,0.940000,340.600000,34.400000,48.300000,1.360000,132.300000,241.170000,0.310900,998.670000,60.040000,7.410000,2.780000,0.020600,33.200000,0.001500,0.320100,3.380000,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.289094,0.015208,-0.660431,0.943223,-0.332161,-0.330774,-0.212492,-0.338716,1.367628,1.553072,-0.160932,0.416179,0.296956,0.000000,0.561616,0.305103,0.495835,0.516574,0.243718,-0.170249,-0.278119,-0.531116,0.500000,-0.320808,0.039039,0.516574,-1.097381,-0.192171,-0.437057,0.132500,0.561616,0.562186,-0.673013,0.739631,-1.380724
953,28.588421,77.090823,2024-03-01_to_2024-06-30,35.060000,0.711600,-0.127500,-0.479200,-0.552000,0.711600,0.260600,0,10,0,42.900000,2.130000,5.780000,12.310000,0.054900,6.372500,76.100000,1099.200000,16.400000,275.500000,0.790000,273.000000,32.050000,61.130000,4.710000,256.300000,311.050000,0.111300,1003.760000,82.370000,8.520000,-0.940000,-0.077300,27.830000,0.022400,0.362000,5.350000,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.455571,0.668769,-0.522967,0.052336,-0.998630,-0.323711,-0.399077,-0.353482,-0.954148,-0.984239,1.574159,0.470672,1.424518,0.000000,-0.191890,0.033734,0.265967,0.902781,0.018664,-0.083864,-0.361771,0.167253,0.937500,0.200763,0.258425,0.902781,-1.200723,1.512916,0.474312,0.951250,-0.191890,-0.191363,-0.236838,-0.971549,1.508872
954,28.590058,77.059288,2024-03-01_to_2024-06-30,30.710000,0.604300,-0.069200,-0.337000,-0.269200,0.604300,0.308600,0,30,6,42.600000,4.970000,9.460000,47.020000,0.051000,6.275000,59.600000,2748.800000,53.300000,231.400000,3.630000,2.000000,32.970000,26.360000,2.040000,294.700000,292.770000,0.163500,995.030000,36.600000,2.710000,-5.290000,-0.191900,30.810000,0.066100,0.527600,2.310000,17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.998907,0.846810,-0.235543,0.999391,0.034899,-0.138060,0.069864,-0.269181,-0.916941,0.147847,-0.338779,0.686045,-1.631235,0.000000,-1.073007,0.256114,0.355909,0.783426,0.148125,-0.536027,-0.362520,-1.030538,0.937500,-0.868306,0.251919,0.783426,0.755877,1.066880,-0.932064,0.745000,-1.073007,-1.073454,0.417867,-0.908508,-0.794179
955,28.481340,77.107248,2024-03-01_to_2024-06-30,32.440000,0.740200,-0.152200,-0.058900,-0.104500,0.740200,0.213700,0,10,0,7.000000,3.670000,4.670000,17.140000,0.001300,5.032500,67.500000,2899.500000,5.600000,230.900000,4.160000,219.000000,35.870000,47.540000,3.060000,110.100000,197.890000,0.434600,1011.240000,116.940000,0.410000,-3.560000,-0.146200,32.370000,0.021000,0.699100,0.760000,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.440574,0.494807,-0.532175,-0.777146,-0.629320,-0.379710,-0.144792,-0.341751,-0.965038,0.251269,-0.360468,0.909091,0.230164,0.000000,-0.722586,0.385626,0.227862,0.934594,0.401311,-0.715025,-0.451416,1.193540,0.562500,1.008229,0.169002,0.934594,1.121017,-1.248213,-1.649131,0.843750,-0.722586,-0.721695,-0.343660,0.939094,0.085638
956,28.676628,77.248241,2024-03-01_to_2024-06-30,28.450000,0.326000,-0.218800,0.386900,0.397800,0.326000,0.154600,0,80,3,65.500000,3.300000,1.260000,4.160000,0.031200,5.780000,1.600000,3548.600000,1203.700000,208.700000,4.800000,126.100000,33.380000,46.250000,4.790000,136.100000,315.720000,0.097900,991.690000,32.860000,6.370000,-7.550000,-0.251400,28.610000,0.090300,0.174000,1.150000,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.795395,0.275593,-0.076374,-0.589196,0.807990,-0.551740,-0.205887,-0.373277,0.243040,0.696733,-1.323444,0.226167,0.116793,0.000000,-1.530782,0.780609,0.125116,0.473860,0.807174,-0.251187,-0.305337,-1.488800,0.312500,-0.955663,0.218886,0.473860,1.561940,1.626866,-1.468708,0.020000,-1.530782,-1.531434,-0.720551,0.693402,1.577877
957,28.688297,77.232347,2024-03-01_to_2024-06-30,34.670000,0.154400,-0.102300,0.410700,0.428600,0.154400,0.276700,0,80,3,57.700000,0.830000,3.870000,3.210000,-0.038100,5.000000,11.400000,1600.900000,2987.000000,231.100000,2.150000,357.700000,37.270000,30.580000,3.230000,255.500000,283.370000,0.190400,1006.980000,148.090000,7.280000,-1.330000,-0.087700,33.320000,0.094900,0.010700,2.020000,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.135496,0.728487,-0.046119,0.999194,-0.040132,-0.420069,-0.613733,-0.375584,2.041191,-0.639933,-0.351792,0.013786,-1.260362,0.000000,-0.270887,0.804828,0.304844,0.282981,0.828842,-0.180367,-0.324814,0.609050,0.312500,1.735813,0.103270,0.282981,-0.263760,0.837518,-1.066225,0.142500,-0.270887,-0.271413,-0.250380,-0.968148,0.232274
958,28.628934,77.219126,2024-03-01_to_2024-06-30,36.980000,0.295700,-0.292500,-0.450000,-0.502300,0.295700,0.266500,0,40,3,55.100000,4.670000,1.220000,5.700000,-0.017000,5.000000,9.500000,586.100000,825.100000,219.400000,0.830000,1.600000,37.900000,59.900000,4.280000,254.000000,207.520000,0.407100,994.510000,112.820000,5.590000,0.980000,-0.026900,33.270000,0.047000,0.130100,1.080000,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.448211,0.690653,-0.361168,0.999610,0.027922,-0.553758,0.020328,-0.369536,-0.138713,-1.336369,-0.859307,0.169073,1.316420,0.000000,0.197016,0.072816,0.011416,0.440156,0.045248,-0.311891,-0.331307,-1.101885,0.562500,0.911997,0.138472,0.440156,-1.173165,-1.013239,-1.501092,0.118750,0.197016,0.196573,-0.275637,-0.961262,1.137968
959,28.599596,77.080443,2024-03-01_to_2024-06-30,31.690000,0.299500,-0.106600,0.167400,0.112900,0.299500,0.328900,0,80,7,59.500000,2.440000,3.780000,9.220000,-0.035300,5.000000,4.800000,3217.000000,945.600000,254.400000,0.060000,150.400000,37.360000,42.510000,1.130000,181.300000,184.670000,0.472400,1008.810000,27.850000,4.820000,-4.310000,-0.166000,35.740000,0.017500,0.089600,5.470000,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.180170,0.922107,-0.555195,-0.869495,0.493942,-0.424609,-0.347890,-0.360987,-0.017210,0.469163,0.658899,0.116400,-0.211896,0.000000,-0.874502,0.556578,0.298210,0.444383,0.607338,-0.371816,-0.320319,0.860134,0.812500,-1.072683,0.107941,0.444383,-1.703651,-1.570784,0.529827,0.060000,-0.874502,-0.874099,-0.999743,-0.022687,-1.579114
960,28.636756,77.183262,2024-03-01_to_2024-06-30,40.020000,0.723500,-0.189300,-0.273700,-0.302600,0.723500,0.274200,0,30,4,36.500000,3.540000,9.670000,34.230000,0.078600,6.965000,67.100000,521.100000,92.500000,233.500000,4.220000,217.300000,34.010000,62.970000,3.070000,52.600000,287.170000,0.179500,1011.400000,20.920000,8.160000,4.020000,0.053100,31.470000,0.043300,0.658000,2.860000,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.482680,0.719214,-0.385503,-0.795473,-0.605988,-0.127465,-0.166258,-0.300244,-0.877414,-1.380977,-0.247687,0.855638,1.586226,0.000000,0.812785,0.229850,0.170626,0.916018,0.205754,-0.111881,-0.377752,1.215492,0.375000,-1.234550,0.297965,0.916018,1.162353,0.930239,-0.677621,0.838750,0.812785,0.812343,0.607376,0.794415,0.094264
961,28.601884,77.145055,2024-03-01_to_2024-06-30,25.090000,0.518100,-0.155200,-0.067200,-0.165300,0.518100,0.244300,0,30,3,29.900000,0.260000,9.530000,2.480000,0.008100,5.202500,60.200000,3727.700000,34.400000,204.800000,3.800000,115.200000,38.030000,33.380000,1.270000,209.800000,318.590000,0.089700,996.480000,48.540000,9.220000,-10.910000,-0.339800,36.500000,0.020700,0.311600,2.310000,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.512740,0.608309,-0.534148,-0.425779,0.904827,-0.134528,-0.707852,-0.377357,-0.935998,0.819645,-1.492615,0.405124,-1.014284,0.000000,-2.211369,0.337816,0.223234,0.687542,0.393755,-0.029386,-0.394233,-0.831593,0.187500,-0.589418,0.180347,0.687542,0.872997,1.696894,-0.932064,0.752500,-2.211369,-2.211860,-0.867765,-0.496974,-1.458355
962,28.505422,77.289792,2024-03-01_to_2024-06-30,32.130000,0.764200,-0.182000,-0.264700,-0.174200,0.764200,0.116000,0,30,3,39.000000,3.330000,3.780000,12.590000,-0.007500,5.000000,61.400000,803.500000,93.000000,259.100000,4.540000,167.000000,35.540000,25.300000,3.560000,289.500000,254.270000,0.273500,1014.040000,149.310000,7.470000,-3.870000,-0.154600,31.120000,0.058000,0.577400,5.240000,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.276771,0.132418,-0.288818,-0.974370,0.224951,-0.424609,-0.200933,-0.352802,-0.876910,-1.187171,0.862772,0.750813,-1.724393,0.000000,-0.785378,0.330817,0.181888,0.961290,0.213948,-0.165580,-0.371510,1.577711,0.437500,1.764309,0.154321,0.961290,1.382815,0.127472,0.423423,0.767500,-0.785378,-0.786351,0.333807,-0.942641,0.516921
963,28.749702,77.358297,2024-03-01_to_2024-06-30,32.810000,0.603400,0.047800,-0.265200,-0.214800,0.603400,0.267700,0,20,6,70.200000,4.820000,7.940000,38.270000,-0.021600,5.000000,61.100000,697.500000,75.400000,257.900000,4.760000,32.500000,34.670000,47.830000,4.470000,330.500000,286.040000,0.182700,1009.910000,23.250000,9.330000,-3.190000,-0.136500,30.060000,0.099900,0.302000,7.540000,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.155073,0.695104,-0.013233,0.843391,0.537300,-0.214742,0.045096,-0.290432,-0.894657,-1.259917,0.810719,0.392639,0.255651,0.000000,-0.647640,0.298891,0.536409,0.782425,0.213492,-0.020825,-0.293601,1.011058,0.625000,-1.180128,0.130797,0.782425,1.534383,0.902667,1.487458,0.763750,-0.647640,-0.647033,0.870356,-0.492424,1.301856
964,28.683603,77.332431,2024-03-01_to_2024-06-30,29.850000,0.353000,-0.085500,0.259100,0.336700,0.353000,0.327400,0,80,1,0.900000,3.340000,1.910000,6.380000,-0.079900,5.000000,3.900000,4919.300000,1822.800000,273.200000,2.530000,155.200000,36.410000,25.140000,4.560000,125.000000,305.660000,0.126700,995.620000,30.450000,8.710000,-6.150000,-0.214400,30.960000,0.036000,0.309800,7.630000,17,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.708616,0.916543,-0.433517,-0.907777,0.419452,-0.518949,-0.199282,-0.367885,0.867295,1.637415,1.474392,0.402783,-1.738455,0.000000,-1.247204,0.732563,0.330762,0.503893,0.690823,-0.069077,-0.466648,-0.949588,0.937500,-1.011954,0.033534,0.503893,-0.001961,1.381399,1.529094,0.048750,-1.247204,-1.246640,-0.573576,0.819152,1.379487
965,28.494838,77.106309,2024-03-01_to_2024-06-30,28.960000,0.504300,0.030600,-0.149500,-0.127800,0.504300,0.219200,0,10,4,9.500000,3.400000,8.580000,29.170000,-0.064200,5.000000,71.300000,3566.600000,69.000000,219.200000,4.270000,254.700000,37.610000,51.700000,2.130000,29.100000,236.730000,0.323600,992.260000,121.050000,2.290000,-7.040000,-0.237800,35.340000,0.037500,0.350000,2.260000,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.304263,0.515208,-0.423651,-0.263873,-0.964557,-0.182455,-0.189375,-0.312534,-0.901110,0.709086,-0.867982,0.455066,0.595765,0.000000,-1.427479,0.367304,0.509873,0.672191,0.318827,-0.568714,-0.445173,-1.410594,0.187500,1.104228,0.059726,0.672191,1.196800,-0.300508,-0.955196,0.891250,-1.427479,-1.426753,0.873772,0.486335,-0.716548
966,28.555708,77.146031,2024-03-01_to_2024-06-30,38.450000,0.774100,-0.001300,-0.310800,-0.295800,0.774100,0.100500,0,30,1,29.600000,4.330000,0.600000,2.600000,0.002200,5.055000,65.400000,2955.700000,63.700000,233.200000,0.220000,237.500000,35.050000,45.460000,3.110000,28.700000,202.800000,0.420600,999.570000,147.360000,8.910000,2.450000,0.011800,31.530000,0.033600,0.558200,5.090000,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.033548,0.074926,-0.449302,-0.537300,-0.843391,-0.585037,-0.035813,-0.377065,-0.906454,0.289838,-0.260700,0.725842,0.047364,0.000000,0.494773,0.235197,0.460660,0.972303,0.171977,-0.053512,-0.394982,-0.407632,0.125000,1.718762,0.170504,0.972303,-1.593420,-1.128408,0.354030,0.817500,0.494773,0.494452,0.877146,0.480223,0.128766
967,28.761041,77.250608,2024-03-01_to_2024-06-30,34.230000,0.528300,-0.110700,-0.383000,-0.443200,0.528300,0.113000,0,10,1,0.600000,3.790000,2.930000,11.100000,0.030700,5.767500,50.200000,3915.000000,50.800000,273.500000,4.330000,250.200000,31.170000,48.000000,2.270000,92.000000,211.130000,0.396800,1010.260000,25.610000,1.780000,-1.770000,-0.099200,29.090000,0.035700,0.441500,4.620000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.892379,0.121291,-0.435490,-0.338738,-0.940881,-0.467491,-0.124978,-0.356421,-0.919462,0.948185,1.487405,0.574067,0.270591,0.000000,-0.360011,0.119289,0.291885,0.698888,0.106245,-0.608404,-0.467397,1.059080,0.000000,-1.125004,0.218051,0.698888,1.238137,-0.925154,0.136597,0.627500,-0.360011,-0.359930,-0.034899,0.999391,-0.595789
968,28.570165,77.092199,2024-03-01_to_2024-06-30,35.210000,0.101100,0.040300,-0.421000,-0.487800,0.101100,0.340500,0,60,5,16.900000,4.090000,0.540000,2.210000,0.057700,6.442500,11.400000,229.100000,2315.900000,205.100000,4.440000,106.300000,35.730000,44.090000,1.910000,256.500000,265.020000,0.242800,996.960000,137.710000,6.880000,-0.790000,-0.073400,33.770000,0.081400,0.073000,5.000000,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.371082,0.965134,-0.134911,-0.280667,0.959805,-0.588063,-0.075442,-0.378013,1.364502,-1.581370,-1.479602,0.094811,-0.073038,0.000000,-0.161507,0.084218,0.524838,0.223693,0.071650,-0.211497,-0.426695,-0.765735,0.375000,1.493363,0.263096,0.223693,1.313921,0.389774,0.312394,0.142500,-0.161507,-0.161344,-0.233445,-0.972370,-0.906313
